completed_time,form additional_comments,form algae_quantity,form anoph_present,form barcode_recording falcon_barcode,form barcode_recording scan_barcode,form case case_id,form collection_date,form county,form culicine_present,form distance_from_site,form distance_to_nearest_animal_shelter,form distance_to_nearest_hse,form drainage_source | car_wash,form drainage_source | extra,form drainage_source | hotel_food_kiosk,form drainage_source | market_place,form drainage_source | other,form drainage_source | public_toilets,form drainage_source | residential_outlets,form drainage_source | salon_barber_shop,form drainage_source | unknown,form drainage_source | water_point,form geographical_information village_name,form gps_coordinates: accuracy (meters),form gps_coordinates: altitude (meters),form gps_coordinates: latitude (degrees),form gps_coordinates: longitude (degrees),form habitat_nature,form habitat_size,form interviewer,form other_breeding_site,form other_drainage_channel_source,form predators_present,form season,form shade,form site_code,form site_gps,form site_lat,form site_loc,form site_long,form site_photo,form subcase_0 case case_id,form subcounty,form sublocation,form transect,form type_of_breeding_site,form type_of_water,form vegetation_present,form water_appearance,form water_depth,form water_source,form_link,formid,hq_user,number,received_on,started_time,username
2025-08-04T16:44:13.385000Z,,none,yes,TRK1322C,TRK1322C,1870975fdde44900b58187d483d07246,2025-08-04,Turkana,yes,426.4374701380867,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,lotubae,2.07,548.5,2.0128977,36.1225399,temporary,less_than_10m,Warren Esing'en,---,---,yes,dry_season,partially_shaded,GP13,2.011978021 36.11881447,2.011978021,2.011978021 36.11881447,36.11881447,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/b732d5f8-3152-4f12-be7c-983169b8d0c4/1754325581604.jpg,7e9feeef-191f-40e9-9243-77bc287759dd,Turkana East,Lokori,rural,Man-made construction water reservoir,flowing,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/b732d5f8-3152-4f12-be7c-983169b8d0c4/,b732d5f8-3152-4f12-be7c-983169b8d0c4,gp13,b732d5f8-3152-4f12-be7c-983169b8d0c4,2025-08-04T16:44:14.705950Z,2025-08-04T16:36:20.583000Z,gp13
2025-08-05T09:44:04.839000Z,,moderate,no,---,---,913e11e774ae4fcb9ff68010adf1d8c6,2025-08-05,Turkana,no,910.9243966436013,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kerio,4.96,383.7,2.9986237,36.0500188,temporary,less_than_10m,Rabecca Akal,---,---,no,dry_season,not_shaded,GP46,3.000638598 36.05797017,3.000638598,3.000638598 36.05797017,36.05797017,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3e835882-02ec-4a1d-b579-3ca0ddb55473/1754387021598.jpg,---,Turkana Central,Kerio,rural,Man-made construction water reservoir,stagnant,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3e835882-02ec-4a1d-b579-3ca0ddb55473/,3e835882-02ec-4a1d-b579-3ca0ddb55473,gp46,3e835882-02ec-4a1d-b579-3ca0ddb55473,2025-08-05T06:49:43.134285Z,2025-08-05T09:30:50.923000Z,gp46
2025-08-05T07:06:50.898000Z,,none,yes,TRK2622M,TRK2622M,88b8ea2dd7a841bdb9bad02309d52de2,2025-08-05,Turkana,yes,2035.1543114129363,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,abarait,4.98,576.79,3.7839895,35.4803448,temporary,less_than_10m,Ebei Loroti Carlmax,---,---,no,rainy_season,not_shaded,GP26,3.794058063 35.46502709,3.794058063,3.794058063 35.46502709,35.46502709,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/aaf6295a-6070-42a8-86af-864ce9917559/1754377575654.jpg,674b1130-26e8-4ee7-bac5-961627f19a1e,Turkana North,Kanukurudio,rural,Pit,stagnant,no,turbid_cloudy,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/aaf6295a-6070-42a8-86af-864ce9917559/,aaf6295a-6070-42a8-86af-864ce9917559,gp26,aaf6295a-6070-42a8-86af-864ce9917559,2025-08-05T07:06:59.850764Z,2025-08-05T07:00:25.147000Z,gp26
2025-08-06T03:57:27.628000Z,,moderate,no,---,---,53aa2e83f6464072a0c80c22fee5447c,2025-08-06,Turkana,no,6735.787786782774,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Nakwee,3.06,388.7,3.4695553,35.8315941,temporary,less_than_10m,Stephen Ekuwom Ewoton,borehole construction with install tank,---,no,dry_season,not_shaded,GP47,3.522972956 35.86021384,3.522972956,3.522972956 35.86021384,35.86021384,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/20431359-7f62-4184-ba03-e5e8241bc8ab/1754452631328.jpg,---,Turkana Central,Kalokol,rural,Other (specify),stagnant,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/20431359-7f62-4184-ba03-e5e8241bc8ab/,20431359-7f62-4184-ba03-e5e8241bc8ab,gp47,20431359-7f62-4184-ba03-e5e8241bc8ab,2025-08-06T03:57:31.312310Z,2025-08-06T03:52:24.175000Z,gp47
2025-08-06T04:02:47.685000Z,,abundant,no,---,---,53aa2e83f6464072a0c80c22fee5447c,2025-08-06,Turkana,no,6742.858329794406,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nakwee,2.6,379.5,3.4694783,35.8316033,temporary,less_than_10m,Stephen Ekuwom Ewoton,---,---,yes,dry_season,not_shaded,GP47,3.522972956 35.86021384,3.522972956,3.522972956 35.86021384,35.86021384,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/2c5d62e1-ec80-4df3-9a46-8dd4048c505b/1754452956205.jpg,---,Turkana Central,Kalokol,rural,Man-made construction water reservoir,stagnant,yes,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/2c5d62e1-ec80-4df3-9a46-8dd4048c505b/,2c5d62e1-ec80-4df3-9a46-8dd4048c505b,gp47,2c5d62e1-ec80-4df3-9a46-8dd4048c505b,2025-08-06T04:02:51.716551Z,2025-08-06T04:00:22.807000Z,gp47
2025-08-06T08:13:08.522000Z,,none,no,---,---,53f39df23fdc421cafa5ba9bffabd101,2025-08-06,Turkana,no,826.9344464255034,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Nangordengo B,3.9,588.8,2.8962033,35.2791183,temporary,between_10m_100m,Namanabu Areman Scolastica,animal drinking calabash,---,no,dry_season,not_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/e1b93837-333b-4cc7-b944-5dac5be692d9/1754467970267.jpg,---,Loima,Lorugum,rural,Other (specify),flowing,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/e1b93837-333b-4cc7-b944-5dac5be692d9/,e1b93837-333b-4cc7-b944-5dac5be692d9,gp23,e1b93837-333b-4cc7-b944-5dac5be692d9,2025-08-06T05:17:34.060233Z,2025-08-06T08:03:33.319000Z,gp23
2025-08-06T05:27:01.147000Z,,none,yes,TRK01229,TRK01229,22c1928089944f088067866d129890d3,2025-08-06,Turkana,no,748.2585390267083,between_100m_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,napetet zero b,3.9,537.59,2.9122083,35.4050783,permanent,less_than_10m,Emanuel Ewoi,water pipe drainage or lcgs,---,no,rainy_season,partially_shaded,GP01,2.918907832 35.40571075,2.918907832,2.918907832 35.40571075,35.40571075,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/3dd06ba7-e3b2-4934-8c4b-3e9a03cf10a5/1754457934035.jpg,cd6e3e5f-1983-4a3c-ad13-8922c1c9d0d0,Loima,Turkwel,rural,Other (specify),stagnant,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/3dd06ba7-e3b2-4934-8c4b-3e9a03cf10a5/,3dd06ba7-e3b2-4934-8c4b-3e9a03cf10a5,gp01,3dd06ba7-e3b2-4934-8c4b-3e9a03cf10a5,2025-08-06T05:27:03.475214Z,2025-08-06T05:16:43.944000Z,gp01
2025-08-06T06:35:57.996000Z,,none,yes,TRK5222C,TRK5222C,1fb22e772b6f4f69a1b3e917dbc67eb9,2025-08-06,Turkana,yes,978.601417876657,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Link compound,4.46,625.79,4.2100732,34.3493107,temporary,less_than_10m,---,bucket,---,yes,rainy_season,partially_shaded,GP52,4.208459858 34.35798572,4.208459858,4.208459858 34.35798572,34.35798572,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/19ec4bd4-38dd-4024-bc33-e0f3fc79ac8b/1754461862034.jpg,bfafea44-67b2-41bb-860e-508cfbd6c5c6,Turkana West,Lopiding,urban,Other (specify),stagnant,no,turbid_cloudy,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/19ec4bd4-38dd-4024-bc33-e0f3fc79ac8b/,19ec4bd4-38dd-4024-bc33-e0f3fc79ac8b,gp52,19ec4bd4-38dd-4024-bc33-e0f3fc79ac8b,2025-08-06T06:35:59.829418Z,2025-08-06T06:14:39.865000Z,gp52
2025-08-06T08:14:18.632000Z,None,none,yes,TRK51223,TRK51223,9858c347e51b4cef9862acd35b49bb51,2025-08-06,Turkana,yes,363.08478649272735,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,Nakalale Primary School,4.66,695.3,3.6805901,34.9948204,temporary,less_than_10m,John Nagum,---,---,yes,dry_season,not_shaded,GP51,3.677492399 34.9958552,3.677492399,3.677492399 34.9958552,34.9958552,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/6e592ca9-8c34-4191-a8de-bba5886f4b80/1754467869392.jpg,d2c65184-9c8f-41b4-9d78-1776f9d720b7,Turkana West,Lokore,rural,Man-made construction water reservoir,stagnant,no,polluted,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/6e592ca9-8c34-4191-a8de-bba5886f4b80/,6e592ca9-8c34-4191-a8de-bba5886f4b80,gp51,6e592ca9-8c34-4191-a8de-bba5886f4b80,2025-08-06T08:14:39.167293Z,2025-08-06T08:01:00.635000Z,gp51
2025-08-06T08:25:58.326000Z,,scarce,yes,TRK2222J,TRK2222J,6fc6779025c2452c8ac373c3cfe04c38,2025-08-06,Turkana,yes,3546.1926688826957,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nasechabuin water cathment area,4.95,212.9,3.7349248,35.8039692,permanent,between_10m_100m,Ekeno Lokiridi Alex,---,---,yes,dry_season,partially_shaded,GP22,3.747218517 35.83345891,3.747218517,3.747218517 35.83345891,35.83345891,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/a090d5b2-57f2-4070-975f-045202553ed9/1754468729517.jpg,8515e56c-3958-4f41-8967-6ef114b83537,Turkana North,Kataboi,rural,Dam,stagnant,yes,turbid_cloudy,more_than_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/a090d5b2-57f2-4070-975f-045202553ed9/,a090d5b2-57f2-4070-975f-045202553ed9,gp22,a090d5b2-57f2-4070-975f-045202553ed9,2025-08-06T08:26:01.473770Z,2025-08-06T08:21:10.945000Z,gp22
2025-08-06T08:46:24.841000Z,No Comment,none,yes,TRK51223,TRK51223,9858c347e51b4cef9862acd35b49bb51,2025-08-06,Turkana,yes,214.08166046818317,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,Nairobi b,4.46,661.4,3.6792925,34.9951709,temporary,less_than_10m,John Nagum,---,---,yes,dry_season,not_shaded,GP51,3.677492399 34.9958552,3.677492399,3.677492399 34.9958552,34.9958552,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/d80e8189-1086-4628-8843-dfb778753a16/1754469775984.jpg,f88b9571-3d80-4910-9843-2bac6362b801,Turkana West,Lokore,rural,Water collection point puddle,stagnant,no,polluted,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/d80e8189-1086-4628-8843-dfb778753a16/,d80e8189-1086-4628-8843-dfb778753a16,gp51,d80e8189-1086-4628-8843-dfb778753a16,2025-08-06T08:46:26.632063Z,2025-08-06T08:35:48.737000Z,gp51
2025-08-06T09:51:13.923000Z,,moderate,yes,TRK2222I,TRK2222I,6fc6779025c2452c8ac373c3cfe04c38,2025-08-06,Turkana,yes,3706.867728258398,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,nasechabuin dam,2.15,378.0,3.735708,35.8021057,permanent,between_10m_100m,Ekeno Lokiridi Alex,---,---,no,dry_season,partially_shaded,GP22,3.747218517 35.83345891,3.747218517,3.747218517 35.83345891,35.83345891,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/be2f96e4-81f6-4d54-bdc4-6e61ee549547/1754473819245.jpg,7b0e1bc6-fed5-48ae-a9e0-c134a21bb082,Turkana North,Kataboi,rural,Dam,stagnant,no,dark,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/be2f96e4-81f6-4d54-bdc4-6e61ee549547/,be2f96e4-81f6-4d54-bdc4-6e61ee549547,gp22,be2f96e4-81f6-4d54-bdc4-6e61ee549547,2025-08-06T09:51:15.523402Z,2025-08-06T09:47:48.692000Z,gp22
2025-08-07T06:37:27.824000Z,,scarce,yes,TRK2622L,TRK2622L,88b8ea2dd7a841bdb9bad02309d52de2,2025-08-07,Turkana,yes,260.8539748508477,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kanakuruio Health Centre,4.59,563.69,3.79231,35.466595,temporary,less_than_10m,Ebei Loroti Carlmax,---,---,no,dry_season,not_shaded,GP26,3.794058063 35.46502709,3.794058063,3.794058063 35.46502709,35.46502709,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/dfaf1648-8908-44ed-9a3a-564b9ab3b5e2/1754548575805.jpg,d1b28f36-20d4-48eb-8174-672cf644846d,Turkana North,Kanukurudio,rural,Water collection point puddle,seepage,no,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/dfaf1648-8908-44ed-9a3a-564b9ab3b5e2/,dfaf1648-8908-44ed-9a3a-564b9ab3b5e2,gp26,dfaf1648-8908-44ed-9a3a-564b9ab3b5e2,2025-08-07T06:37:29.516001Z,2025-08-07T06:31:40.201000Z,gp26
2025-08-07T09:10:22.135000Z,,---,---,---,---,6fc6779025c2452c8ac373c3cfe04c38,2025-08-07,Turkana,---,2937.977336267585,---,---,---,---,---,---,---,---,---,---,---,---,lochor-angikeny,4.0,399.6,3.7352133,35.8098717,---,---,Ekeno Lokiridi Alex,---,---,---,---,---,GP22,3.747218517 35.83345891,3.747218517,3.747218517 35.83345891,35.83345891,---,---,Turkana North,Kataboi,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/0f6ddb01-536b-4132-9b9d-1cd4f4835d91/,0f6ddb01-536b-4132-9b9d-1cd4f4835d91,gp22,0f6ddb01-536b-4132-9b9d-1cd4f4835d91,2025-08-07T09:10:22.702814Z,2025-08-07T09:08:36.963000Z,gp22
2025-08-06T12:49:55.988000Z,,moderate,yes,TRK15228,TRK15228,c60616a4aaaf4a9da3c430fa16b11b4c,2025-08-06,Turkana,no,1507.783055762149,more_than_500m,between_100m_500m,---,---,---,---,---,---,---,---,---,---,kangagetei,4.24,484.5,3.1544262,35.8619486,temporary,more_than_250m,Evans Ngala,---,---,no,dry_season,not_shaded,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/044bb64d-eef2-4e40-8d53-2de5e793b558/1754484497040.jpg,b47e6a22-147d-48a0-b4af-19c5e31ba362,Turkana Central,Kangagetei,rural,Ditch,stagnant,yes,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/044bb64d-eef2-4e40-8d53-2de5e793b558/,044bb64d-eef2-4e40-8d53-2de5e793b558,gp15,044bb64d-eef2-4e40-8d53-2de5e793b558,2025-08-07T09:40:04.205990Z,2025-08-06T12:42:49.018000Z,gp15
2025-08-07T09:40:57.905000Z,No Comment,none,yes,TRK51228,TRK51228,9858c347e51b4cef9862acd35b49bb51,2025-08-07,Turkana,yes,839.5171533823027,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,Road Block,3.43,675.8,3.6839067,34.9998457,temporary,between_10m_100m,John Nagum,---,---,yes,rainy_season,not_shaded,GP51,3.677492399 34.9958552,3.677492399,3.677492399 34.9958552,34.9958552,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/9edae6ac-98fd-4996-855f-8b557b891280/1754559565059.jpg,79b2b31e-9f6f-4a36-82c9-198538094c7b,Turkana West,Lokore,rural,River,stagnant,no,polluted,less_than_10cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/9edae6ac-98fd-4996-855f-8b557b891280/,9edae6ac-98fd-4996-855f-8b557b891280,gp51,9edae6ac-98fd-4996-855f-8b557b891280,2025-08-07T09:40:59.465692Z,2025-08-07T09:33:27.007000Z,gp51
2025-08-08T08:15:58.079000Z,,scarce,no,---,---,53f39df23fdc421cafa5ba9bffabd101,2025-08-08,Turkana,no,828.2351230585181,between_100m_500m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Nangordengo B,4.7,583.1,2.8962183,35.2791267,permanent,between_10m_100m,Namanabu Areman Scolastica,animal drinking calabash,---,no,dry_season,not_shaded,GP23,2.89445147 35.27188155,2.89445147,2.89445147 35.27188155,35.27188155,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/bdfba450-864c-4c85-ba28-8b43b85f0c10/1754640943198.jpg,---,Loima,Lorugum,rural,Other (specify),stagnant,yes,clear,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/bdfba450-864c-4c85-ba28-8b43b85f0c10/,bdfba450-864c-4c85-ba28-8b43b85f0c10,gp23,bdfba450-864c-4c85-ba28-8b43b85f0c10,2025-08-08T05:20:30.936203Z,2025-08-08T08:09:17.295000Z,gp23
2025-08-08T05:54:32.231000Z,,moderate,yes,TRK13224,TRK13224,1870975fdde44900b58187d483d07246,2025-08-08,Turkana,yes,1038.161944489448,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Lotubae,4.13,554.7,2.0029172,36.1210675,temporary,less_than_10m,Warren Esing'en,---,---,yes,dry_season,partially_shaded,GP13,2.011978021 36.11881447,2.011978021,2.011978021 36.11881447,36.11881447,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/7117ffdc-46da-4ccc-a5d8-875314904148/1754632400432.jpg,469365ed-e94f-41bd-a260-520dba64540e,Turkana East,Lokori,rural,Man-made construction water reservoir,seepage,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/7117ffdc-46da-4ccc-a5d8-875314904148/,7117ffdc-46da-4ccc-a5d8-875314904148,gp13,7117ffdc-46da-4ccc-a5d8-875314904148,2025-08-08T05:54:33.645573Z,2025-08-08T05:48:08.243000Z,gp13
2025-08-08T06:42:48.140000Z,,moderate,yes,TRK0122J,TRK0122J,22c1928089944f088067866d129890d3,2025-08-08,Turkana,yes,1359.0967774095673,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,napetet zero b,3.77,547.29,2.9122603,35.4159809,permanent,between_10m_100m,Emanuel Ewoi,---,---,yes,rainy_season,partially_shaded,GP01,2.918907832 35.40571075,2.918907832,2.918907832 35.40571075,35.40571075,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/cce9e9b3-d875-423a-a2fc-ec90bb05c461/1754635309440.jpg,5f11ea0d-42b3-4b6a-8665-c9c617ab658e,Loima,Turkwel,rural,Dam,stagnant,no,polluted,more_than_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/cce9e9b3-d875-423a-a2fc-ec90bb05c461/,cce9e9b3-d875-423a-a2fc-ec90bb05c461,gp01,cce9e9b3-d875-423a-a2fc-ec90bb05c461,2025-08-08T06:42:49.911520Z,2025-08-08T06:33:31.943000Z,gp01
2025-08-08T10:15:17.489000Z,specific source of water for  this habitat(oasis) is natural from the ground not river.,abundant,yes,TRK4622I,TRK4622I,913e11e774ae4fcb9ff68010adf1d8c6,2025-08-08,Turkana,yes,1550.1294904617462,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kerio,4.92,328.1,3.0103782,36.0479824,permanent,less_than_10m,Rabecca Akal,oasis,---,yes,dry_season,not_shaded,GP46,3.000638598 36.05797017,3.000638598,3.000638598 36.05797017,36.05797017,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/daad1782-5813-4c83-b1f3-1bbbe3c82ab0/1754647865535.jpg,632c6b31-7d95-44a4-b571-4d3879b70845,Turkana Central,Kerio,peri-urban,Other (specify),stagnant,yes,clear,less_than_10cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/daad1782-5813-4c83-b1f3-1bbbe3c82ab0/,daad1782-5813-4c83-b1f3-1bbbe3c82ab0,gp46,daad1782-5813-4c83-b1f3-1bbbe3c82ab0,2025-08-08T07:20:59.224727Z,2025-08-08T10:01:03.938000Z,gp46
2025-08-08T15:22:28.966000Z,,---,---,---,---,c60616a4aaaf4a9da3c430fa16b11b4c,2025-08-08,Turkana,---,2003.6964513617331,---,---,---,---,---,---,---,---,---,---,---,---,kangagetei,2.8,445.1,3.158135,35.8696333,---,---,Evans Ngala,---,---,---,---,---,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,---,---,Turkana Central,Kangagetei,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/59229cb0-8a83-4f8a-8ecf-ecceb1e0406d/,59229cb0-8a83-4f8a-8ecf-ecceb1e0406d,gp15,59229cb0-8a83-4f8a-8ecf-ecceb1e0406d,2025-08-08T15:22:30.213500Z,2025-08-08T15:20:55.994000Z,gp15
2025-08-08T15:25:10.234000Z,,---,---,---,---,c60616a4aaaf4a9da3c430fa16b11b4c,2025-08-08,Turkana,---,2003.0597561475472,---,---,---,---,---,---,---,---,---,---,---,---,kangagetei,4.5,445.1,3.1581317,35.869625,---,---,Evans Ngala,---,---,---,---,---,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,---,---,Turkana Central,Kangagetei,---,---,---,---,---,---,---,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/8f9e88cd-af99-476c-ac66-1a80b8c8295c/,8f9e88cd-af99-476c-ac66-1a80b8c8295c,gp15,8f9e88cd-af99-476c-ac66-1a80b8c8295c,2025-08-08T15:25:10.495266Z,2025-08-08T15:24:21.943000Z,gp15
2025-08-09T07:58:45.981000Z,,none,yes,TRK15227,TRK15227,c60616a4aaaf4a9da3c430fa16b11b4c,2025-08-09,Turkana,no,592.8115583603702,more_than_500m,more_than_500m,---,---,---,---,---,---,---,---,---,---,kangagetei,4.65,362.0,3.144595,35.860026,temporary,between_10m_100m,Evans Ngala,handpump channel,---,no,dry_season,partially_shaded,GP15,3.141020014 35.86398695,3.141020014,3.141020014 35.86398695,35.86398695,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/055b906c-f377-4d2a-82d5-a66520c67f02/1754726286548.jpg,7d21eacb-8094-4fa7-9184-900de5a6142d,Turkana Central,Kangagetei,rural,Other (specify),seepage,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/055b906c-f377-4d2a-82d5-a66520c67f02/,055b906c-f377-4d2a-82d5-a66520c67f02,gp15,055b906c-f377-4d2a-82d5-a66520c67f02,2025-08-09T12:06:10.830361Z,2025-08-09T07:51:48.287000Z,gp15
2025-08-10T14:22:12.705000Z,,scarce,yes,TRK22223,TRK22223,6fc6779025c2452c8ac373c3cfe04c38,2025-08-10,Turkana,yes,1236.1053842336607,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,kambi safi,4.09,387.4,3.7361026,35.8333403,temporary,less_than_10m,Ekeno Lokiridi Alex,---,---,yes,dry_season,partially_shaded,GP22,3.747218517 35.83345891,3.747218517,3.747218517 35.83345891,35.83345891,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/516c429f-23d3-45a4-a522-9b38a623d226/1754835702441.jpg,7dc00a7d-61da-4836-b49b-96b51e07ab7a,Turkana North,Kataboi,urban,Lake shores,stagnant,yes,dark,between_10cm_50cm,rain,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/516c429f-23d3-45a4-a522-9b38a623d226/,516c429f-23d3-45a4-a522-9b38a623d226,gp22,516c429f-23d3-45a4-a522-9b38a623d226,2025-08-10T14:22:13.577065Z,2025-08-10T14:18:39.808000Z,gp22
2025-08-11T06:06:57.009000Z,,moderate,yes,TRK5222K,TRK5222K,1fb22e772b6f4f69a1b3e917dbc67eb9,2025-08-11,Turkana,yes,1143.8517479304116,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,Trackmark hotel,4.72,609.5,4.2099952,34.3681849,temporary,less_than_10m,Catherine Lowalan,---,---,yes,rainy_season,fully_shaded,GP52,4.208459858 34.35798572,4.208459858,4.208459858 34.35798572,34.35798572,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/5b993a53-23f2-42c1-ac9b-529ae8b59d0a/1754892214652.jpg,a15a4681-b4d8-4232-9848-acf0a9da1cbd,Turkana West,Lopiding,urban,Pit,stagnant,yes,turbid_cloudy,less_than_10cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/5b993a53-23f2-42c1-ac9b-529ae8b59d0a/,5b993a53-23f2-42c1-ac9b-529ae8b59d0a,gp52,5b993a53-23f2-42c1-ac9b-529ae8b59d0a,2025-08-11T06:06:58.742030Z,2025-08-11T05:37:42.767000Z,gp52
2025-08-11T06:29:52.159000Z,,none,no,---,---,1fb22e772b6f4f69a1b3e917dbc67eb9,2025-08-11,Turkana,no,793.0917222231064,less_than_100m,less_than_100m,---,---,---,---,---,---,---,---,---,---,UN compound,4.8,622.79,4.2078167,34.3651083,temporary,less_than_10m,Catherine Lowalan,bucket,---,no,rainy_season,not_shaded,GP52,4.208459858 34.35798572,4.208459858,4.208459858 34.35798572,34.35798572,https://www.commcarehq.org/a/atsb-project-1/api/form_attachment/v1/21ae34d1-d013-401d-a54f-4ae55f578ad0/1754893760549.jpg,---,Turkana West,Lopiding,urban,Other (specify),stagnant,no,clear,between_10cm_50cm,man-made,https://www.commcarehq.org/a/atsb-project-1/reports/form_data/21ae34d1-d013-401d-a54f-4ae55f578ad0/,21ae34d1-d013-401d-a54f-4ae55f578ad0,gp52,21ae34d1-d013-401d-a54f-4ae55f578ad0,2025-08-11T06:29:53.572854Z,2025-08-11T06:23:27.978000Z,gp52
